idade,renda,tipo_moradia,tempo_emprego,finalidade_emp,score_emp,valor_emp,tx_jr_emp,perc_comp_renda,hist_inad,hist_credito,inad
29,33600,FINANCIADA,3.0,SAUDE,B,12000,11.83,0.36,N,6,0
31,33600,FINANCIADA,1.0,REFORMA,B,15250,12.53,0.45,N,6,0
32,46000,ALUGADA,0.0,REFORMA,D,3000,16.29,0.07,N,9,1
34,33612,FINANCIADA,0.0,PESSOAL,A,9000,7.74,0.27,N,9,1
28,48715,ALUGADA,2.0,LAZER,C,12000,12.87,0.25,N,10,0
27,48996,ALUGADA,3.0,LAZER,B,12000,12.53,0.24,N,6,0
32,49268,ALUGADA,11.0,LAZER,A,12000,5.79,0.24,N,6,0
29,44000,ALUGADA,4.0,RENEGOCIACAO,C,12000,15.96,0.27,S,7,1
31,44000,ALUGADA,4.0,RENEGOCIACAO,D,12000,17.27,0.27,N,7,1
31,50000,ALUGADA,9.0,RENEGOCIACAO,A,12000,6.03,0.24,N,6,0
33,50000,ALUGADA,0.0,LAZER,C,12000,13.49,0.24,N,7,0
27,50000,ALUGADA,5.0,LAZER,B,12000,10.37,0.24,N,9,0
28,50000,ALUGADA,5.0,PESSOAL,C,12000,13.11,0.24,N,10,0
32,50000,ALUGADA,16.0,RENEGOCIACAO,B,12000,12.53,0.24,N,10,0
29,50000,ALUGADA,13.0,LAZER,A,12000,8.94,0.24,N,5,0
35,50004,ALUGADA,2.0,SAUDE,C,12000,13.47,0.24,S,7,0
29,44400,ALUGADA,2.0,REFORMA,D,12000,15.99,0.27,N,5,1
27,50600,ALUGADA,9.0,LAZER,B,12000,9.91,0.24,N,7,0
30,50600,ALUGADA,1.0,RENEGOCIACAO,C,12000,13.48,0.24,N,6,0
29,50700,ALUGADA,5.0,REFORMA,B,12000,12.42,0.24,N,6,0
32,34000,FINANCIADA,5.0,RENEGOCIACAO,A,4000,7.49,0.12,N,9,0
31,34000,FINANCIADA,15.0,PESSOAL,B,13000,10.99,0.38,N,8,0
27,34000,PROPRIA,1.0,PESSOAL,B,16750,10.59,0.49,N,6,0
27,51600,ALUGADA,4.0,LAZER,A,12000,6.99,0.23,N,9,0
29,52000,ALUGADA,2.0,EDUCACAO,A,12000,7.9,0.23,N,7,0
30,52000,ALUGADA,3.0,RENEGOCIACAO,A,12000,7.91,0.23,N,9,0
31,34000,FINANCIADA,3.0,EDUCACAO,A,13500,7.66,0.4,N,10,0
32,52000,ALUGADA,3.0,EDUCACAO,A,12000,7.29,0.23,N,6,0
28,52000,ALUGADA,0.0,REFORMA,C,12000,13.35,0.23,N,5,0
28,34000,PROPRIA,5.0,SAUDE,C,7000,13.35,0.21,S,8,0
27,34000,FINANCIADA,0.0,PESSOAL,C,8000,13.35,0.24,N,8,0
35,52500,ALUGADA,3.0,REFORMA,B,12000,10.36,0.23,N,8,0
29,34000,FINANCIADA,0.0,LAZER,C,3000,13.61,0.09,N,9,0
30,53000,ALUGADA,4.0,RENEGOCIACAO,A,12000,6.03,0.23,N,7,0
28,53000,ALUGADA,0.0,SAUDE,C,12000,14.72,0.23,N,8,0
28,53000,ALUGADA,0.0,SAUDE,C,12000,14.22,0.23,N,10,0
33,53000,ALUGADA,1.0,REFORMA,C,12000,12.84,0.23,N,5,0
32,47004,ALUGADA,7.0,REFORMA,C,12000,12.53,0.26,N,5,1
31,34000,FINANCIADA,3.0,EDUCACAO,C,10000,13.85,0.29,S,6,1
29,54000,ALUGADA,13.0,PESSOAL,D,12000,14.74,0.22,S,10,0
31,54050,ALUGADA,8.0,PESSOAL,B,12000,10.99,0.22,N,9,0
35,34000,FINANCIADA,4.0,RENEGOCIACAO,A,12800,8.94,0.38,N,7,0
28,55000,ALUGADA,6.0,SAUDE,C,12000,14.27,0.22,S,10,0
27,34000,PROPRIA,7.0,EDUCACAO,C,8000,12.53,0.24,N,10,0
33,55000,ALUGADA,3.0,LAZER,C,12000,12.99,0.22,N,7,0
32,49000,ALUGADA,2.0,REFORMA,B,12000,11.11,0.24,N,9,1
28,55000,ALUGADA,4.0,REFORMA,B,12000,10.36,0.22,N,7,0
29,34000,PROPRIA,2.0,LAZER,E,14400,16.0,0.42,S,7,0
31,55000,ALUGADA,3.0,REFORMA,C,12000,13.23,0.22,N,10,0
27,34000,FINANCIADA,12.0,LAZER,C,10625,13.47,0.31,S,10,0
32,34000,FINANCIADA,5.0,RENEGOCIACAO,A,2800,9.32,0.08,N,7,0
29,49000,ALUGADA,2.0,RENEGOCIACAO,D,12000,15.37,0.24,N,7,1
34,55000,ALUGADA,3.0,RENEGOCIACAO,C,12000,13.16,0.22,N,8,0
29,55500,ALUGADA,13.0,RENEGOCIACAO,A,12000,7.88,0.22,N,8,0
28,34320,FINANCIADA,5.0,RENEGOCIACAO,B,16000,12.69,0.47,N,7,0
32,34320,FINANCIADA,0.0,SAUDE,C,1900,12.84,0.06,S,7,0
30,57000,ALUGADA,14.0,RENEGOCIACAO,A,12000,5.42,0.21,N,7,0
27,57000,ALUGADA,2.0,EDUCACAO,B,12000,11.49,0.21,N,9,0
35,58000,ALUGADA,0.0,SAUDE,C,12000,12.99,0.21,S,8,0
32,58000,ALUGADA,4.0,PESSOAL,B,12000,11.26,0.21,N,10,0
29,34500,FINANCIADA,4.0,SAUDE,D,4500,14.42,0.13,N,7,1
27,34500,FINANCIADA,2.0,RENEGOCIACAO,B,5000,9.76,0.14,N,7,0
27,34560,FINANCIADA,8.0,REFORMA,E,10625,16.4,0.31,N,7,0
35,52000,ALUGADA,2.0,SAUDE,B,3000,11.48,0.06,N,6,0
27,34800,FINANCIADA,5.0,PESSOAL,B,3000,9.91,0.09,N,6,0
30,53196,ALUGADA,14.0,PESSOAL,A,3000,7.66,0.06,N,5,0
35,54084,ALUGADA,2.0,RENEGOCIACAO,C,3000,12.61,0.06,N,6,0
35,54996,ALUGADA,1.0,LAZER,B,3000,12.21,0.05,N,5,0
27,49000,ALUGADA,3.0,EDUCACAO,B,3000,11.71,0.06,N,8,1
33,49000,ALUGADA,2.0,REFORMA,D,3000,16.49,0.06,N,7,1
31,34800,FINANCIADA,3.0,LAZER,D,2000,15.65,0.06,N,6,0
27,55000,ALUGADA,11.0,LAZER,A,3000,7.68,0.05,N,7,0
32,34900,FINANCIADA,0.0,PESSOAL,B,12000,10.25,0.34,N,9,0
31,56000,ALUGADA,15.0,REFORMA,C,3000,14.27,0.05,S,5,0
33,56312,ALUGADA,2.0,REFORMA,B,3000,11.71,0.05,N,9,0
27,56400,ALUGADA,9.0,EDUCACAO,B,3000,11.83,0.05,N,9,0
35,35000,FINANCIADA,5.0,EDUCACAO,B,8000,12.69,0.23,N,6,0
33,58800,ALUGADA,10.0,SAUDE,B,3000,11.49,0.05,N,9,0
27,60000,ALUGADA,9.0,LAZER,B,3000,11.71,0.05,N,6,0
29,35000,FINANCIADA,11.0,LAZER,B,5000,10.65,0.14,N,9,0
27,60000,ALUGADA,11.0,LAZER,C,3000,13.49,0.05,N,8,0
28,60000,ALUGADA,2.0,RENEGOCIACAO,B,3000,11.49,0.05,N,5,0
28,35000,PROPRIA,3.0,LAZER,B,10400,11.71,0.3,N,8,0
34,54000,ALUGADA,5.0,SAUDE,D,3000,15.37,0.06,S,6,1
29,60500,ALUGADA,13.0,LAZER,C,3000,13.61,0.05,N,9,0
30,35000,PROPRIA,8.0,SAUDE,B,10000,10.65,0.29,N,6,0
28,35000,PROPRIA,5.0,EDUCACAO,A,10000,7.51,0.29,N,7,0
33,62000,ALUGADA,1.0,PESSOAL,A,3000,6.99,0.05,N,9,0
27,62000,ALUGADA,5.0,REFORMA,B,3000,9.7,0.05,N,9,0
28,62000,ALUGADA,2.0,PESSOAL,B,3000,9.96,0.05,N,9,0
29,56400,ALUGADA,1.0,RENEGOCIACAO,A,3000,7.9,0.05,N,6,1
35,35000,FINANCIADA,4.0,PESSOAL,B,8000,9.91,0.23,N,5,0
28,35000,PROPRIA,6.0,LAZER,C,5000,14.27,0.14,S,10,0
31,64800,ALUGADA,3.0,LAZER,C,3000,13.98,0.05,N,8,0
31,65000,ALUGADA,2.0,REFORMA,A,3000,5.42,0.05,N,5,0
31,67000,ALUGADA,2.0,LAZER,A,3000,7.51,0.04,N,10,0
32,67000,ALUGADA,11.0,RENEGOCIACAO,A,3000,7.14,0.04,N,9,0
27,51850,ALUGADA,2.0,SAUDE,D,3000,14.96,0.05,S,7,1
30,68000,ALUGADA,1.0,LAZER,A,3000,5.42,0.04,N,9,0
32,35000,FINANCIADA,4.0,EDUCACAO,A,10000,6.03,0.29,N,6,0
30,35000,FINANCIADA,14.0,SAUDE,A,2000,5.42,0.06,N,9,0
30,70000,ALUGADA,0.0,SAUDE,C,3000,13.98,0.04,N,9,0
27,70000,ALUGADA,3.0,EDUCACAO,A,3000,7.68,0.04,N,10,0
35,35000,FINANCIADA,4.0,SAUDE,C,5200,15.23,0.15,N,6,0
27,35000,FINANCIADA,11.0,SAUDE,B,9000,11.49,0.26,N,5,0
33,35000,FINANCIADA,3.0,REFORMA,B,10000,10.99,0.29,N,5,0
31,35000,FINANCIADA,2.0,RENEGOCIACAO,B,10225,9.99,0.29,N,6,0
30,72000,ALUGADA,2.0,REFORMA,B,3000,11.83,0.04,N,5,0
28,35000,FINANCIADA,12.0,EDUCACAO,A,12000,5.99,0.34,N,8,0
32,35000,FINANCIADA,2.0,PESSOAL,C,6075,13.49,0.17,N,9,0
28,75000,ALUGADA,7.0,RENEGOCIACAO,A,3000,7.68,0.04,N,7,0
33,75500,ALUGADA,5.0,LAZER,B,3000,12.42,0.04,N,5,0
32,70000,ALUGADA,2.0,RENEGOCIACAO,B,3000,11.11,0.04,N,6,1
28,78000,ALUGADA,12.0,SAUDE,B,3000,12.42,0.04,N,7,0
27,35000,PROPRIA,2.0,EDUCACAO,A,14000,7.49,0.4,N,8,0
30,78000,ALUGADA,14.0,LAZER,C,3000,11.97,0.04,N,6,0
30,80000,ALUGADA,13.0,RENEGOCIACAO,A,3000,5.79,0.04,N,6,0
33,74400,ALUGADA,7.0,EDUCACAO,B,3000,11.83,0.04,N,5,1
28,35000,PROPRIA,2.0,PESSOAL,D,13250,16.89,0.38,N,7,0
35,35000,FINANCIADA,5.0,EDUCACAO,B,5600,11.49,0.16,N,6,0
34,90000,ALUGADA,4.0,LAZER,C,3000,13.99,0.03,S,9,0
27,93600,ALUGADA,1.0,RENEGOCIACAO,B,3000,10.36,0.03,N,9,0
28,70910,ALUGADA,8.0,SAUDE,E,3000,17.44,0.04,S,5,1
33,35000,PROPRIA,4.0,LAZER,A,10000,8.49,0.29,N,5,0
28,35000,FINANCIADA,1.0,LAZER,B,4000,10.99,0.11,N,6,0
35,104000,ALUGADA,0.0,RENEGOCIACAO,B,3000,11.58,0.03,N,6,0
34,106000,ALUGADA,3.0,EDUCACAO,B,3000,11.12,0.03,N,7,0
33,108000,ALUGADA,11.0,LAZER,B,3000,11.36,0.03,N,5,0
31,35000,FINANCIADA,15.0,PESSOAL,A,8000,5.42,0.23,N,9,0
29,121000,ALUGADA,3.0,LAZER,B,3000,10.25,0.02,N,9,0
30,125000,ALUGADA,2.0,EDUCACAO,C,3000,14.65,0.02,S,10,0
28,130000,ALUGADA,0.0,REFORMA,C,3000,14.22,0.02,N,8,0
28,150000,ALUGADA,13.0,PESSOAL,B,3000,10.75,0.02,N,5,0
33,35000,FINANCIADA,2.0,PESSOAL,A,6000,5.42,0.17,N,6,0
28,80000,ALUGADA,7.0,LAZER,B,3025,9.99,0.04,N,8,0
27,15120,ALUGADA,6.0,PESSOAL,B,3050,10.38,0.2,N,5,1
29,35000,FINANCIADA,14.0,EDUCACAO,C,8000,12.68,0.23,S,9,0
32,36000,ALUGADA,2.0,LAZER,A,3050,6.99,0.08,N,5,0
27,35000,FINANCIADA,6.0,REFORMA,C,5000,12.68,0.14,N,5,0
29,36000,ALUGADA,5.0,SAUDE,A,3075,5.42,0.09,N,5,0
31,30892,ALUGADA,3.0,SAUDE,B,3100,10.59,0.1,N,9,1
30,31200,ALUGADA,0.0,EDUCACAO,C,3100,13.35,0.1,N,10,0
35,32000,ALUGADA,1.0,EDUCACAO,A,3125,7.14,0.1,N,9,0
29,56100,ALUGADA,0.0,SAUDE,D,3150,15.62,0.05,N,10,1
28,35000,FINANCIADA,0.0,RENEGOCIACAO,A,11850,6.54,0.34,N,6,0
34,35000,FINANCIADA,12.0,REFORMA,C,5000,13.35,0.14,N,9,0
31,18240,ALUGADA,0.0,REFORMA,A,3200,9.63,0.18,N,8,1
32,35000,FINANCIADA,11.0,RENEGOCIACAO,C,4000,13.61,0.11,S,5,0
27,33600,ALUGADA,4.0,PESSOAL,B,3200,11.99,0.1,N,9,0
35,33600,ALUGADA,8.0,LAZER,D,3200,16.49,0.1,S,5,0
29,35000,ALUGADA,0.0,LAZER,A,3200,7.49,0.09,N,6,0
28,35000,ALUGADA,12.0,EDUCACAO,D,3200,15.21,0.09,N,6,0
30,35000,FINANCIADA,2.0,REFORMA,B,5200,9.88,0.15,N,6,0
34,35000,ALUGADA,0.0,SAUDE,B,3200,11.26,0.09,N,6,0
27,35496,ALUGADA,2.0,EDUCACAO,A,3200,7.88,0.09,N,6,0
30,36000,ALUGADA,2.0,RENEGOCIACAO,A,3200,7.88,0.09,N,10,0
27,38000,ALUGADA,11.0,EDUCACAO,B,3200,12.42,0.08,N,5,0
28,38000,ALUGADA,12.0,PESSOAL,A,3200,9.63,0.08,N,6,0
33,35000,FINANCIADA,15.0,SAUDE,C,12000,13.11,0.34,S,7,0
28,33000,ALUGADA,0.0,LAZER,D,3200,14.42,0.1,S,6,1
35,34000,ALUGADA,15.0,REFORMA,B,3200,9.99,0.09,N,7,1
34,40800,ALUGADA,2.0,RENEGOCIACAO,C,3200,12.61,0.08,S,8,0
35,42000,ALUGADA,3.0,PESSOAL,D,3200,15.62,0.08,N,5,0
30,43000,ALUGADA,2.0,SAUDE,B,3200,11.48,0.07,N,9,0
30,43000,ALUGADA,1.0,SAUDE,A,3200,8.0,0.07,N,5,0
28,47515,ALUGADA,5.0,EDUCACAO,D,3200,15.7,0.07,S,7,0
27,35000,FINANCIADA,11.0,PESSOAL,B,15000,12.53,0.43,N,5,0
28,42000,ALUGADA,1.0,PESSOAL,E,3200,16.32,0.08,S,8,1
27,50004,ALUGADA,12.0,RENEGOCIACAO,B,3200,11.49,0.06,N,7,0
34,53500,ALUGADA,0.0,EDUCACAO,A,3200,6.76,0.06,N,5,0
27,54000,ALUGADA,5.0,SAUDE,B,3200,12.69,0.06,N,10,0
31,35000,FINANCIADA,0.0,SAUDE,C,15000,13.92,0.43,S,8,0
27,54000,ALUGADA,5.0,LAZER,B,3200,9.88,0.06,N,7,0
28,55000,ALUGADA,2.0,RENEGOCIACAO,C,3200,12.98,0.06,N,7,0
29,51500,ALUGADA,2.0,EDUCACAO,D,3200,14.96,0.06,S,7,1
32,35000,FINANCIADA,9.0,LAZER,A,12000,9.63,0.34,N,8,0
29,57504,ALUGADA,2.0,LAZER,A,3200,7.68,0.06,N,9,0
33,63996,ALUGADA,4.0,EDUCACAO,B,3200,10.74,0.05,N,9,0
28,35000,FINANCIADA,5.0,PESSOAL,C,9600,13.16,0.27,N,8,0
28,71000,ALUGADA,0.0,REFORMA,D,3200,14.61,0.05,S,5,1
29,35000,FINANCIADA,1.0,PESSOAL,A,3600,8.0,0.1,N,9,0
33,95000,ALUGADA,6.0,REFORMA,A,3200,7.51,0.03,N,5,0
30,110000,ALUGADA,2.0,PESSOAL,A,3200,7.49,0.03,N,8,0
27,35000,PROPRIA,4.0,LAZER,C,7500,11.34,0.21,N,9,0
35,110000,ALUGADA,1.0,PESSOAL,B,3200,11.48,0.03,N,9,0
31,10000,ALUGADA,2.0,EDUCACAO,A,3250,7.88,0.33,N,10,1
27,35000,OUTROS,0.0,LAZER,A,7000,8.0,0.2,N,7,0
27,12240,ALUGADA,0.0,LAZER,B,3250,10.36,0.27,N,9,1
33,18996,ALUGADA,5.0,RENEGOCIACAO,D,3250,16.32,0.17,N,7,1
30,23000,ALUGADA,5.0,LAZER,D,3250,14.11,0.14,S,7,0
30,35004,FINANCIADA,3.0,REFORMA,B,9500,11.99,0.27,N,8,0
30,26400,ALUGADA,14.0,RENEGOCIACAO,C,3250,14.35,0.12,N,9,1
31,26400,ALUGADA,2.0,LAZER,C,3250,13.48,0.12,N,8,0
28,35004,PROPRIA,7.0,EDUCACAO,B,4000,11.49,0.11,N,10,0
28,35004,FINANCIADA,3.0,REFORMA,C,16000,13.23,0.46,S,9,0
33,18000,ALUGADA,3.0,EDUCACAO,C,3300,11.97,0.18,N,8,1
35,19000,ALUGADA,2.0,REFORMA,C,3300,13.85,0.17,N,6,1
29,37500,ALUGADA,7.0,EDUCACAO,B,3300,10.37,0.09,N,8,0
30,44760,ALUGADA,1.0,EDUCACAO,B,3300,11.71,0.07,N,8,0
35,75000,ALUGADA,1.0,EDUCACAO,B,3300,11.71,0.04,N,9,0
27,69000,ALUGADA,0.0,PESSOAL,D,3325,16.32,0.05,S,7,1
34,30000,ALUGADA,4.0,LAZER,B,3350,10.99,0.11,N,10,0
31,47756,ALUGADA,3.0,SAUDE,C,3350,13.98,0.07,N,5,0
27,35088,FINANCIADA,7.0,LAZER,A,12000,8.94,0.34,N,8,0
32,35100,FINANCIADA,3.0,LAZER,D,10000,15.95,0.28,S,5,0
34,35100,FINANCIADA,16.0,PESSOAL,C,9000,13.47,0.26,N,10,0
32,37500,ALUGADA,4.0,SAUDE,B,3400,9.88,0.09,N,9,0
34,44000,ALUGADA,0.0,EDUCACAO,C,3400,13.49,0.08,S,8,0
35,48000,ALUGADA,0.0,RENEGOCIACAO,C,3400,13.06,0.07,N,9,0
28,76000,ALUGADA,4.0,RENEGOCIACAO,A,3400,8.49,0.04,N,5,0
31,35352,FINANCIADA,15.0,SAUDE,A,9000,6.03,0.25,N,9,0
33,35360,FINANCIADA,7.0,SAUDE,A,6350,7.51,0.18,N,5,0
31,35000,ALUGADA,4.0,LAZER,C,3425,13.43,0.1,S,7,0
28,35380,FINANCIADA,9.0,EDUCACAO,C,2050,15.96,0.06,S,8,0
28,17004,ALUGADA,4.0,REFORMA,A,3500,7.68,0.21,N,8,1
35,19200,ALUGADA,0.0,LAZER,A,3500,9.32,0.18,N,6,1
28,35496,FINANCIADA,5.0,RENEGOCIACAO,B,5500,11.49,0.15,N,5,0
32,20004,ALUGADA,16.0,PESSOAL,A,3500,6.39,0.17,N,5,0
28,35500,FINANCIADA,12.0,LAZER,A,9600,5.42,0.27,N,8,0
29,35500,FINANCIADA,3.0,RENEGOCIACAO,A,4000,7.88,0.11,N,6,0
29,35568,FINANCIADA,5.0,RENEGOCIACAO,B,3975,10.99,0.11,N,7,0
35,22608,ALUGADA,1.0,EDUCACAO,C,3500,14.22,0.15,N,9,0
27,22800,ALUGADA,5.0,PESSOAL,C,3500,13.99,0.15,S,10,1
35,24000,ALUGADA,3.0,LAZER,C,3500,12.99,0.15,N,6,0
31,24000,ALUGADA,0.0,SAUDE,A,3500,6.17,0.15,N,6,0
28,24000,ALUGADA,2.0,REFORMA,C,3500,14.72,0.15,S,6,1
28,25000,ALUGADA,11.0,SAUDE,A,3500,7.14,0.14,N,10,0
30,36000,FINANCIADA,2.0,RENEGOCIACAO,B,13500,9.91,0.38,N,5,0
29,27048,ALUGADA,5.0,RENEGOCIACAO,B,3500,11.99,0.13,N,7,0
32,30000,ALUGADA,0.0,PESSOAL,B,3500,11.71,0.12,N,10,1
30,36000,FINANCIADA,14.0,REFORMA,B,7000,10.65,0.19,N,5,0
30,36000,FINANCIADA,3.0,REFORMA,B,2400,10.65,0.07,N,10,0
29,30000,ALUGADA,1.0,PESSOAL,B,3500,11.86,0.12,N,8,0
29,30720,ALUGADA,2.0,SAUDE,A,3500,5.99,0.11,N,8,0
27,31400,ALUGADA,1.0,SAUDE,B,3500,11.71,0.11,N,8,0
31,31500,ALUGADA,2.0,LAZER,B,3500,11.49,0.11,N,6,0
29,34000,ALUGADA,0.0,LAZER,B,3500,12.69,0.1,N,8,0
30,30000,FINANCIADA,5.0,PESSOAL,C,1100,14.65,0.04,N,10,1
30,36000,FINANCIADA,13.0,SAUDE,B,5000,10.65,0.14,N,9,0
30,36000,FINANCIADA,1.0,RENEGOCIACAO,A,15000,6.62,0.42,N,9,0
27,35000,ALUGADA,1.0,LAZER,A,3500,8.59,0.1,N,6,0
33,36000,FINANCIADA,17.0,PESSOAL,B,6250,12.69,0.17,N,6,0
31,36000,ALUGADA,2.0,SAUDE,C,3500,12.53,0.1,S,10,0
31,36000,FINANCIADA,2.0,REFORMA,A,4800,7.51,0.13,N,5,0
29,40800,ALUGADA,2.0,RENEGOCIACAO,C,3500,11.97,0.09,S,9,0
32,42000,ALUGADA,5.0,LAZER,C,3500,14.35,0.08,S,7,0
35,42756,ALUGADA,0.0,PESSOAL,A,3500,7.74,0.08,N,8,0
27,44000,ALUGADA,3.0,SAUDE,C,3500,12.98,0.08,N,10,0
29,46344,ALUGADA,0.0,EDUCACAO,B,3500,11.36,0.08,N,5,0
28,48000,ALUGADA,4.0,SAUDE,D,3500,15.21,0.07,S,10,0
33,48000,ALUGADA,17.0,RENEGOCIACAO,B,3500,11.86,0.07,N,10,0
30,30000,FINANCIADA,3.0,REFORMA,B,4400,11.99,0.15,N,5,1
29,42000,ALUGADA,6.0,RENEGOCIACAO,D,3500,12.67,0.08,N,5,1
27,36000,FINANCIADA,2.0,LAZER,A,4800,8.49,0.13,N,8,0
32,36000,FINANCIADA,7.0,REFORMA,A,2600,7.49,0.07,N,8,0
33,36000,FINANCIADA,10.0,PESSOAL,A,5000,8.49,0.14,N,8,0
27,36000,FINANCIADA,6.0,LAZER,B,4000,11.49,0.11,N,9,0
28,53000,ALUGADA,6.0,RENEGOCIACAO,B,3500,11.49,0.07,N,6,0
35,36000,PROPRIA,1.0,LAZER,B,3925,9.99,0.11,N,5,0
28,36000,PROPRIA,0.0,PESSOAL,D,2500,15.99,0.07,S,8,0
29,36000,PROPRIA,2.0,LAZER,B,2500,10.99,0.07,N,7,0
28,36000,FINANCIADA,12.0,SAUDE,C,1925,15.23,0.05,S,8,0
28,54263,ALUGADA,0.0,REFORMA,C,3500,11.66,0.06,N,5,0
32,49000,ALUGADA,13.0,REFORMA,B,3500,10.65,0.07,N,6,1
29,56000,ALUGADA,7.0,RENEGOCIACAO,B,3500,10.37,0.06,N,7,0
27,60000,ALUGADA,0.0,PESSOAL,A,3500,9.32,0.06,N,7,0
31,36000,FINANCIADA,8.0,EDUCACAO,B,1600,10.59,0.04,N,7,0
29,62400,ALUGADA,0.0,REFORMA,B,3500,10.99,0.06,N,5,0
34,63504,ALUGADA,0.0,SAUDE,B,3500,10.0,0.06,N,10,0
27,63945,ALUGADA,6.0,LAZER,A,3500,7.9,0.05,N,5,0
27,65000,ALUGADA,9.0,EDUCACAO,C,3500,13.49,0.05,N,9,0
31,36000,FINANCIADA,5.0,LAZER,A,6000,6.99,0.17,N,9,0
27,65000,ALUGADA,9.0,LAZER,A,3500,7.37,0.05,N,9,0
32,66504,ALUGADA,11.0,REFORMA,B,3500,11.99,0.05,N,8,0
35,67500,ALUGADA,5.0,REFORMA,B,3500,10.62,0.05,N,9,0
31,68000,ALUGADA,2.0,REFORMA,C,3500,13.22,0.05,S,5,0
27,30000,FINANCIADA,3.0,PESSOAL,C,5350,13.06,0.18,N,6,1
28,69996,ALUGADA,8.0,RENEGOCIACAO,A,3500,6.62,0.05,N,9,0
28,70000,ALUGADA,3.0,PESSOAL,E,3500,18.39,0.05,S,8,0
33,36000,FINANCIADA,2.0,EDUCACAO,E,6625,16.4,0.18,N,5,0
31,79500,ALUGADA,4.0,EDUCACAO,C,3500,13.49,0.04,S,6,0
31,80000,ALUGADA,4.0,PESSOAL,C,3500,12.99,0.04,S,7,0
30,36000,FINANCIADA,9.0,EDUCACAO,B,1750,11.11,0.05,N,8,0
29,38400,ALUGADA,4.0,LAZER,B,3550,11.49,0.09,N,7,0
28,14400,ALUGADA,0.0,EDUCACAO,A,3600,7.9,0.25,N,6,1
29,14500,ALUGADA,1.0,EDUCACAO,C,3600,13.61,0.25,S,7,1
29,18000,ALUGADA,2.0,EDUCACAO,C,3600,15.27,0.2,N,6,1
27,20000,ALUGADA,2.0,SAUDE,B,3600,9.25,0.18,N,7,0
27,36000,FINANCIADA,6.0,REFORMA,B,13500,10.0,0.38,N,7,0
27,21112,ALUGADA,0.0,PESSOAL,D,3600,15.99,0.17,S,10,1
32,25000,ALUGADA,0.0,RENEGOCIACAO,A,3600,8.94,0.14,N,8,0
27,25000,ALUGADA,0.0,PESSOAL,C,3600,13.16,0.14,S,9,0
31,28000,ALUGADA,1.0,REFORMA,D,3600,16.49,0.13,N,7,1
34,30000,ALUGADA,5.0,REFORMA,A,3600,6.92,0.12,N,6,1
29,30000,FINANCIADA,13.0,PESSOAL,B,9000,10.36,0.3,N,10,1
32,30000,ALUGADA,3.0,SAUDE,D,3600,14.11,0.12,S,9,1
32,36000,FINANCIADA,0.0,RENEGOCIACAO,C,1800,12.61,0.05,N,10,0
30,36000,FINANCIADA,8.0,PESSOAL,B,5000,8.88,0.14,N,5,0
30,30000,ALUGADA,1.0,LAZER,C,3600,10.28,0.12,S,10,0
27,36000,FINANCIADA,5.0,REFORMA,B,5500,10.36,0.15,N,5,0
28,36000,FINANCIADA,4.0,SAUDE,A,4000,6.91,0.11,N,8,0
28,31200,ALUGADA,3.0,RENEGOCIACAO,A,3600,6.39,0.12,N,7,0
27,36000,FINANCIADA,6.0,REFORMA,C,7000,12.98,0.19,S,7,0
29,35000,ALUGADA,2.0,EDUCACAO,A,3600,8.94,0.1,N,10,0
30,35004,ALUGADA,3.0,PESSOAL,C,3600,12.73,0.1,S,6,0
27,36000,PROPRIA,4.0,SAUDE,C,1050,14.72,0.03,S,5,0
34,36000,ALUGADA,3.0,LAZER,C,3600,13.49,0.1,S,7,0
30,36000,FINANCIADA,2.0,LAZER,A,3000,6.39,0.08,N,10,0
35,36000,FINANCIADA,3.0,EDUCACAO,B,5000,11.12,0.14,N,6,0
28,37000,ALUGADA,7.0,EDUCACAO,D,3600,14.11,0.1,N,7,0
28,38700,ALUGADA,8.0,LAZER,B,3600,11.12,0.09,N,7,0
28,39500,ALUGADA,4.0,SAUDE,B,3600,11.99,0.09,N,9,0
35,33996,ALUGADA,2.0,SAUDE,D,3600,16.32,0.11,N,5,1
27,36000,FINANCIADA,3.0,REFORMA,A,10000,7.88,0.28,N,6,0
29,40000,ALUGADA,0.0,RENEGOCIACAO,C,3600,12.23,0.09,S,7,0
29,36000,PROPRIA,4.0,REFORMA,A,5300,7.14,0.15,N,6,0
29,40000,ALUGADA,1.0,EDUCACAO,A,3600,8.59,0.09,N,8,0
27,40050,ALUGADA,3.0,SAUDE,D,3600,14.84,0.09,S,7,0
33,42000,ALUGADA,4.0,SAUDE,C,3600,12.68,0.09,S,5,0
30,36000,FINANCIADA,4.0,LAZER,C,5000,13.85,0.14,N,5,0
29,37500,ALUGADA,0.0,LAZER,A,11000,8.49,0.29,N,5,0
30,38126,ALUGADA,1.0,LAZER,A,11000,7.51,0.29,N,8,0
29,38400,ALUGADA,14.0,EDUCACAO,A,11000,7.49,0.29,N,7,0
33,36000,FINANCIADA,3.0,PESSOAL,A,7800,7.14,0.22,N,10,0
30,42000,ALUGADA,5.0,SAUDE,B,11000,10.36,0.26,N,10,0
29,42000,ALUGADA,0.0,SAUDE,B,11000,10.38,0.26,N,10,0
30,42000,ALUGADA,2.0,EDUCACAO,B,11000,12.53,0.26,N,9,0
27,36000,FINANCIADA,7.0,PESSOAL,B,6000,10.25,0.17,N,10,0
27,36000,PROPRIA,5.0,EDUCACAO,B,14400,10.62,0.4,N,9,0
